,Customer_ID,Recency,Frequency,Monetary
525,526,249,1,5.01
526,527,221,5,50.18
527,528,331,14,457.35
528,529,174,4,17.93
529,530,304,5,40.0
530,531,34,3,42.09
531,532,87,2,11.9
532,533,214,10,174.62
533,534,323,2,6.609999999999999
534,535,318,2,7.279999999999999
535,536,252,17,406.36
536,537,257,1,5.87
537,538,141,3,28.15
538,539,229,1,35.64
539,540,340,3,42.2
540,541,39,3,45.13
541,542,335,2,10.09
542,543,333,3,11.05
543,544,255,1,13.66
544,545,287,5,24.57
545,546,250,6,49.11
546,547,261,2,15.01
547,548,291,1,1.77
548,549,264,2,19.32
549,550,299,3,17.52
550,551,304,11,628.17
551,552,343,2,7.84
552,553,96,1,7.15
553,554,173,1,2.37
554,555,261,1,4.02
555,556,289,5,59.209999999999994
556,557,206,13,77.71
557,558,272,2,13.16
558,559,263,1,6.87
559,560,346,2,16.83
560,561,354,1,51.07
561,562,334,4,20.009999999999998
562,563,312,18,326.89
563,564,298,5,39.51
564,565,290,2,11.79
565,566,230,2,22.630000000000003
566,567,344,1,10.1
567,568,232,1,2.06
568,569,229,2,4.27
569,570,240,1,4.57
570,571,347,3,40.76
571,572,165,1,19.02
572,573,331,4,12.0
573,574,359,2,13.04
574,575,199,1,6.35
575,576,359,1,33.63
576,577,284,1,6.75
577,578,204,1,4.38
578,579,285,1,3.82
579,580,247,1,4.5
580,581,288,2,10.709999999999999
581,582,282,2,17.21
582,583,312,1,8.94
583,584,239,1,62.16
584,585,288,5,360.71
585,586,328,1,7.77
586,587,244,2,11.86
587,588,243,2,29.75
588,589,286,3,7.26
589,590,267,4,33.38
590,591,227,1,13.41
591,592,242,9,56.730000000000004
592,593,235,1,6.12
593,594,331,1,3.22
594,595,303,7,91.0
595,596,315,1,44.92
596,597,280,15,290.49
597,598,289,11,189.4
598,599,303,1,6.35
599,600,232,7,71.36
600,601,288,1,16.56
601,602,277,2,14.34
602,603,275,8,83.78
603,604,274,1,18.63
604,605,231,5,21.009999999999998
605,606,344,1,2.59
606,607,85,1,8.75
607,608,347,2,2.59
608,609,300,7,64.88
609,610,360,3,25.2
610,611,312,13,130.06
611,612,246,8,59.199999999999996
612,613,297,10,91.78999999999999
613,614,337,9,125.11
614,615,353,1,14.17
615,616,263,5,40.650000000000006
616,617,348,5,35.64
617,618,277,1,5.32
618,619,323,3,77.4
619,620,311,5,68.93
620,621,320,3,154.54
621,622,291,5,231.43
622,623,154,1,9.48
623,624,250,3,13.21
624,625,323,2,15.530000000000001
625,626,127,3,28.56
626,627,323,2,14.46
627,628,297,2,327.13
628,629,261,1,15.88
629,630,186,4,146.79
630,631,297,6,36.09
631,632,72,19,140.1
632,633,286,1,11.18
633,634,106,18,204.0
634,635,321,1,1.77
635,636,325,3,25.06
636,637,272,3,19.17
637,638,318,3,20.68
638,639,350,2,9.11
639,640,295,1,11.69
640,641,248,9,66.95
641,642,217,2,16.130000000000003
642,643,291,9,110.78
643,644,281,1,7.38
644,645,311,4,80.41
645,646,240,2,14.46
646,647,224,6,112.7
647,648,212,2,14.26
648,649,323,1,2.11
649,650,345,1,4.94
650,651,261,42,513.4
651,652,273,2,142.51999999999998
652,653,301,6,67.16
653,654,177,8,62.739999999999995
654,655,246,1,10.5
655,656,302,1,2.11
656,657,276,4,23.48
657,658,74,7,263.55
658,659,333,3,92.44
659,660,343,1,7.63
660,661,249,2,18.88
661,662,330,1,57.51
662,663,265,1,8.88
663,664,352,3,28.4
664,665,225,1,14.25
665,666,44,3,16.22
666,667,251,1,3.13
667,668,254,4,20.85
668,669,115,10,236.46
669,670,312,1,2.0
670,671,258,2,26.93
671,672,340,5,59.62
672,673,152,6,151.7
673,674,235,2,65.43
674,675,294,3,165.01
675,676,316,1,6.75
676,677,245,2,47.620000000000005
677,678,221,13,152.42
678,679,184,2,27.0
679,680,290,2,12.71
680,681,286,2,9.809999999999999
681,682,292,2,17.54
682,683,244,14,122.36
683,684,345,2,8.16
684,685,358,1,11.18
685,686,271,1,4.57
686,687,259,11,90.23
687,688,316,7,39.43
688,689,305,1,9.13
689,690,322,1,6.5
690,691,334,1,8.76
691,692,259,5,50.1
692,693,344,1,17.55
693,694,118,1,16.38
694,695,174,3,11.370000000000001
695,696,175,2,9.559999999999999
696,697,258,4,19.62
697,698,247,16,163.66
698,699,291,16,162.26
699,700,291,2,94.5
700,701,250,3,12.54
701,702,356,3,26.6
702,703,318,8,91.17
703,704,260,5,12.690000000000001
704,705,247,1,5.8
705,706,268,1,3.93
706,707,257,9,126.78
707,708,322,3,20.58
708,709,317,1,14.37
709,710,335,5,32.33
710,711,349,5,44.87
711,712,268,11,70.8
712,713,297,4,34.07
713,714,216,3,25.75
714,715,358,1,42.87
715,716,282,2,24.82
716,717,345,1,2.37
717,718,191,1,5.46
718,719,306,1,11.04
719,720,340,1,9.68
720,721,255,2,19.18
721,722,256,1,6.07
722,723,348,3,23.57
723,724,288,4,21.36
724,725,301,5,25.369999999999997
725,726,326,1,5.73
726,727,335,2,7.09
727,728,256,1,3.44
728,729,184,2,14.25
729,730,229,4,41.62
730,731,304,1,6.81
731,732,243,3,63.93000000000001
732,733,127,1,6.75
733,734,230,1,5.12
734,735,271,1,4.3
735,736,262,4,33.46
736,737,354,2,15.66
737,738,345,1,6.9
738,739,340,1,10.32
739,740,301,22,507.92
740,741,280,29,308.3
741,742,243,3,35.47
742,743,263,4,35.93
743,744,309,12,130.95
744,745,273,4,30.06
745,746,132,2,13.97
746,747,291,6,53.010000000000005
747,748,77,1,7.43
748,749,274,3,27.56
749,750,288,3,25.44
750,751,327,1,9.38
751,752,318,1,11.52
752,753,322,2,8.49
753,754,362,1,1.02
754,755,344,4,54.41
755,756,170,8,268.04
756,757,343,3,57.7
757,758,286,2,9.85
758,759,267,4,10.81
759,760,227,2,10.489999999999998
760,761,249,10,59.68
761,762,346,1,13.79
762,763,223,1,3.62
763,764,360,1,1.5
764,765,314,1,26.23
765,766,247,1,6.35
766,767,255,6,143.75
767,768,318,5,18.939999999999998
768,769,347,2,3.42
769,770,127,2,12.62
770,771,338,2,29.17
771,772,344,1,3.0
772,773,224,1,13.58
773,774,305,2,19.11
774,775,98,2,11.75
775,776,217,4,68.48
776,777,265,10,62.81
777,778,127,5,71.35
778,779,261,3,17.51
779,780,174,1,10.57
780,781,165,1,7.25
781,782,75,2,8.32
782,783,327,1,3.82
783,784,80,3,18.65
784,785,351,1,7.3
785,786,344,3,20.119999999999997
786,787,173,7,40.74
787,788,359,2,12.84
788,789,294,3,16.46
789,790,331,1,5.03
790,791,308,2,15.09
791,792,316,1,6.95
792,793,352,2,3.48
793,794,171,3,23.93
794,795,249,5,49.129999999999995
795,796,355,1,4.57
796,797,309,1,9.88
797,798,337,1,3.9
798,799,282,4,26.900000000000002
799,800,352,4,18.64
800,801,99,2,9.39
801,802,108,1,9.66
802,803,41,10,58.620000000000005
803,804,79,1,3.74
804,805,322,3,29.46
805,806,258,2,36.01
806,807,305,5,54.4
807,808,297,1,6.87
808,809,103,7,59.96
809,810,290,3,12.27
810,811,331,2,6.24
811,812,280,5,29.619999999999997
812,813,320,1,5.03
813,814,287,2,65.3
814,815,215,7,91.0
815,816,272,2,18.48
816,817,120,4,19.81
817,818,278,1,9.0
818,819,244,6,33.019999999999996
819,820,243,6,31.52
820,821,188,5,49.84
821,822,332,5,20.4
822,823,246,3,12.44
823,824,364,1,30.0
824,825,229,2,27.86
825,826,200,2,7.99
826,827,147,1,1.88
827,828,177,1,3.18
828,829,234,3,10.190000000000001
829,830,300,8,36.730000000000004
830,831,243,1,10.37
831,832,308,7,51.129999999999995
832,833,283,3,11.56
833,834,358,3,15.8
834,835,213,1,3.04
835,836,299,2,40.6
836,837,307,12,155.97
837,838,103,2,4.3100000000000005
838,839,361,2,6.949999999999999
839,840,257,9,70.61
840,841,363,1,11.73
841,842,286,5,57.59
842,843,361,1,7.85
843,844,284,3,17.28
844,845,303,2,10.02
845,846,181,2,19.17
846,847,293,1,5.66
847,848,327,5,38.58
848,849,259,1,16.12
849,850,286,8,107.56
850,851,269,6,40.129999999999995
851,852,189,5,33.78
852,853,248,24,222.31
853,854,261,1,4.02
854,855,272,1,11.88
855,856,272,3,9.56
856,857,334,9,135.32999999999998
857,858,9,1,8.52
858,859,273,4,28.04
859,860,280,2,46.089999999999996
860,861,257,1,4.11
861,862,128,7,39.04
862,863,272,3,9.21
863,864,333,1,6.12
864,865,50,1,7.15
865,866,260,2,27.36
866,867,290,10,101.35
867,868,281,3,19.91
868,869,343,1,2.43
869,870,315,1,11.65
870,871,285,1,5.59
871,872,162,1,8.62
872,873,45,6,42.61
873,874,328,2,13.96
874,875,350,1,58.56
875,876,332,1,5.38
876,877,352,2,11.25
877,878,282,3,23.79
878,879,310,2,3.88
879,880,129,1,22.25
880,881,346,1,13.77
881,882,304,3,10.75
882,883,267,1,17.43
883,884,346,2,21.27
884,885,308,1,3.82
885,886,326,1,6.0
886,887,290,4,25.59
887,888,215,2,22.33
888,889,298,7,108.88000000000001
889,890,343,1,3.63
890,891,318,1,9.96
891,892,89,1,14.14
892,893,283,1,7.51
893,894,304,1,5.52
894,895,348,8,37.88
895,896,252,1,4.5
896,897,272,2,15.629999999999999
897,898,240,1,1.44
898,899,78,2,6.779999999999999
899,900,310,1,9.35
900,901,307,2,70.7
901,902,292,1,21.12
902,903,78,3,97.87
903,904,173,10,80.33
904,905,260,10,156.1
905,906,255,7,89.18
906,907,264,15,152.93
907,908,218,1,14.25
908,909,357,1,13.38
909,910,345,1,11.37
910,911,284,22,191.49
911,912,282,8,35.97
912,913,283,1,6.75
913,914,168,4,20.54
914,915,358,2,17.17
915,916,165,1,10.57
916,917,317,2,4.65
917,918,126,3,8.23
918,919,31,4,35.58
919,920,298,6,40.03
920,921,276,1,6.31
921,922,275,3,46.56
922,923,336,2,29.78
923,924,340,1,6.75
924,925,251,1,13.58
925,926,310,2,16.689999999999998
926,927,138,3,16.91
927,928,331,1,10.98
928,929,324,1,5.87
929,930,314,2,36.56
930,931,256,1,32.16
931,932,99,9,249.57999999999998
932,933,317,2,39.5
933,934,301,3,14.57
934,935,355,3,22.65
935,936,229,6,51.14
936,937,327,5,26.810000000000002
937,938,331,4,52.5
938,939,264,1,5.73
939,940,197,7,220.81
940,941,208,1,7.73
941,942,227,1,5.12
942,943,211,9,187.67000000000002
943,944,331,9,117.2
944,945,257,11,124.27999999999999
945,946,271,1,9.35
946,947,340,3,11.71
947,948,275,13,110.4
948,949,359,2,15.23
949,950,285,4,19.87
950,951,288,1,7.53
951,952,252,2,16.68
952,953,140,2,35.94
953,954,310,1,4.81
954,955,325,2,10.17
955,956,311,3,14.6
956,957,259,4,37.739999999999995
957,958,348,1,6.12
958,959,307,2,4.34
959,960,128,7,61.18
960,961,264,1,7.23
961,962,299,4,15.549999999999999
962,963,290,12,42.69
963,964,204,1,8.46
964,965,241,2,14.600000000000001
965,966,118,1,2.17
966,967,325,3,21.15
967,968,106,3,19.14
968,969,345,1,3.22
969,970,274,2,10.76
970,971,348,1,13.32
971,972,349,5,33.7
972,973,212,1,7.43
973,974,232,6,47.51
974,975,227,4,54.98
975,976,230,1,7.29
976,977,49,7,94.71000000000001
977,978,330,4,26.740000000000002
978,979,352,4,40.15
979,980,255,2,9.51
980,981,264,4,26.71
981,982,352,2,139.76999999999998
982,983,289,18,565.17
983,984,235,3,54.3
984,985,301,13,98.94
985,986,257,1,5.52
986,987,341,2,21.14
987,988,199,6,40.12
988,989,282,3,9.44
989,990,185,5,41.09
990,991,292,11,98.42999999999999
991,992,266,2,4.12
992,993,308,2,5.87
993,994,335,13,125.07
994,995,291,1,5.38
995,996,266,1,5.59
996,997,339,4,251.21
997,998,312,3,35.2
998,999,295,1,9.35
999,1000,320,1,21.54
1000,1001,267,3,18.72
1001,1002,329,1,2.11
1002,1003,318,2,273.18
1003,1004,208,2,18.1
1004,1005,175,1,6.81
1005,1006,313,2,11.48
1006,1007,255,2,64.8
1007,1008,302,13,151.01
1008,1009,264,18,206.35
1009,1010,177,2,13.5
1010,1011,345,2,11.05
1011,1012,344,5,35.05
1012,1013,210,2,10.74
1013,1014,298,16,127.79
1014,1015,309,2,12.77
1015,1016,261,1,14.43
1016,1017,251,1,2.19
1017,1018,320,13,212.51
1018,1019,193,4,30.55
1019,1020,234,8,56.29
1020,1021,355,1,21.93
1021,1022,163,4,43.78
1022,1023,346,2,17.5
1023,1024,178,1,5.0
1024,1025,321,1,6.62
1025,1026,277,1,19.35
1026,1027,322,3,8.91
1027,1028,228,15,134.97
1028,1029,284,1,3.69
1029,1030,359,1,8.79
1030,1031,332,3,41.65
1031,1032,360,1,7.43
1032,1033,83,1,5.79
1033,1034,308,1,8.32
1034,1035,148,2,8.8
1035,1036,327,1,0.5
1036,1037,220,1,2.06
1037,1038,82,4,24.5
1038,1039,347,1,8.18
1039,1040,297,2,13.649999999999999
1040,1041,304,5,54.06
1041,1042,312,1,6.44
1042,1043,299,1,7.85
1043,1044,310,1,12.25
1044,1045,324,2,11.25
1045,1046,313,1,5.62
1046,1047,316,1,12.81
1047,1048,358,4,58.29
1048,1049,263,1,2.11
1049,1050,184,3,37.25
1050,1051,266,5,23.47
1051,1052,8,2,14.23
1052,1053,273,6,40.13
1053,1054,302,7,28.03
1054,1055,354,4,37.97
1055,1056,110,1,10.9
1056,1057,345,1,6.39
1057,1058,254,1,4.38
1058,1059,310,5,146.45
1059,1060,243,1,10.3
1060,1061,358,1,3.53
1061,1062,277,2,20.47
1062,1063,322,3,14.0
1063,1064,141,13,115.86
1064,1065,299,7,109.43
1065,1066,266,8,46.53
1066,1067,326,3,6.8
1067,1068,316,2,16.91
1068,1069,350,4,12.25
1069,1070,356,3,16.47
1070,1071,323,1,5.52
1071,1072,283,4,68.7
1072,1073,287,1,13.75
1073,1074,149,2,33.44
1074,1075,306,3,40.31
1075,1076,352,6,159.19
1076,1077,299,1,8.0
1077,1078,253,4,29.4
1078,1079,251,5,18.97
1079,1080,280,1,6.35
1080,1081,138,9,81.72
1081,1082,275,8,82.56
1082,1083,221,3,25.48
1083,1084,277,3,13.03
1084,1085,257,5,40.76
1085,1086,303,5,49.07000000000001
1086,1087,337,1,11.46
1087,1088,264,3,10.620000000000001
1088,1089,248,1,19.62
1089,1090,314,1,7.0
1090,1091,355,4,15.85
1091,1092,323,4,28.75
1092,1093,131,1,4.26
1093,1094,307,1,9.4
1094,1095,347,1,12.25
1095,1096,282,2,18.1
1096,1097,274,11,127.46000000000001
1097,1098,135,25,225.96
1098,1099,298,5,52.22
1099,1100,99,12,84.25
1100,1101,199,2,18.92
1101,1102,299,5,36.86
