userid	timestamp	action	value	testids
user_10000	1693499014	mainpage	0	13535;23346;23464;25661
user_10000	1693499032	category	0	13535;23346;23464;25661
user_10000	1693499035	cart	8260.0	13535;23346;23464;25661
user_10000	1693499037	checkout	8260.0	13535;23346;23464;25661
user_10000	1693499056	category	0	13535;23346;23464;25661
user_10000	1693499061	mainpage	0	13535;23346;23464;25661
user_10000	1693499076	category	0	13535;23346;23464;25661
user_10000	1693499086	cart	12400.0	13535;23346;23464;25661
user_10000	1693499105	product	0	13535;23346;23464;25661
user_10000	1693499125	category	0	13535;23346;23464;25661
user_10000	1693499128	category	0	13535;23346;23464;25661
user_10000	1693499159	category	0	13535;23346;23464;25661
user_10000	1693499182	search	0	13535;23346;23464;25661
user_10000	1693499185	product	0	13535;23346;23464;25661
user_10001	1690586980	category	0	13535;23346;23464;25662
user_10001	1690586997	cart	34500.0	13535;23346;23464;25662
user_10001	1690587021	search	0	13535;23346;23464;25662
user_10001	1690759845	mainpage	0	13535;23346;23464;25662
user_10001	1690759856	product	0	13535;23346;23464;25662
user_10001	1690932665	mainpage	0	13535;23346;23464;25662;32412
user_10001	1690932677	search	0	13535;23346;23464;25662;32412
user_10001	1690932689	search	0	13535;23346;23464;25662;32412
user_10001	1690932706	product	0	13535;23346;23464;25662;32412
user_10001	1690932709	category	0	13535;23346;23464;25662;32412
user_10001	1690932711	category	0	13535;23346;23464;25662;32412
user_10001	1690932734	product	0	13535;23346;23464;25662;32412
user_10001	1690932738	search	0	13535;23346;23464;25662;32412
user_10001	1690932741	product	0	13535;23346;23464;25662;32412
user_10001	1690932761	cart	5820.0	13535;23346;23464;25662;32412
user_10001	1690932784	search	0	13535;23346;23464;25662;32412
user_10001	1690932786	category	0	13535;23346;23464;25662;32412
user_10001	1690932794	search	0	13535;23346;23464;25662;32412
user_10001	1690932798	product	0	13535;23346;23464;25662;32412
user_10001	1690932801	search	0	13535;23346;23464;25662;32412
user_10001	1690932809	product	0	13535;23346;23464;25662;32412
user_10001	1691105656	product	0	13535;23346;23464;25662;32412
user_10001	1691105690	category	0	13535;23346;23464;25662;32412
user_10001	1691278497	product	0	13535;23346;23464;25662;32412
user_10001	1691451307	search	0	13535;23346;23464;25662;32412
user_10001	1691624115	product	0	13535;23346;23464;25662;32412
user_10001	1691624121	cart	7560.0	13535;23346;23464;25662;32412
user_10001	1691624143	checkout	7560.0	13535;23346;23464;25662;32412
user_10001	1691796950	product	0	13535;23346;23464;25662;32412
user_10001	1691796954	product	0	13535;23346;23464;25662;32412
user_10001	1691796965	search	0	13535;23346;23464;25662;32412
user_10001	1691796972	category	0	13535;23346;23464;25662;32412
user_10001	1691797013	cart	33400.0	13535;23346;23464;25662;32412
user_10001	1691969822	search	0	13535;23346;23464;25662;32412
user_10001	1692142632	search	0	13535;23346;23464;25662;32412
user_10001	1692229038	product	0	13535;23346;23464;25662;32412
user_10001	1692229047	cart	43700.0	13535;23346;23464;25662;32412
user_10001	1692229075	category	0	13535;23346;23464;25662;32412
user_10001	1692229079	category	0	13535;23346;23464;25662;32412
user_10001	1692229087	cart	39100.0	13535;23346;23464;25662;32412
user_10001	1692229102	checkout	82800.0	13535;23346;23464;25662;32412
user_10001	1692401931	category	0	13535;23346;23464;25662;32412
user_10001	1692401937	category	0	13535;23346;23464;25662;32412
user_10001	1692401951	cart	11800.0	13535;23346;23464;25662;32412
user_10001	1692401953	search	0	13535;23346;23464;25662;32412
user_10001	1692401965	product	0	13535;23346;23464;25662;32412
user_10001	1692401977	search	0	13535;23346;23464;25662;32412
user_10001	1692401979	mainpage	0	13535;23346;23464;25662;32412
user_10001	1692401989	search	0	13535;23346;23464;25662;32412
user_10001	1692661236	category	0	13535;23346;23464;25662;32412
user_10001	1692661240	search	0	13535;23346;23464;25662;32412
user_10001	1692834056	product	0	13535;23346;23464;25662;32412
user_10001	1692834061	category	0	13535;23346;23464;25662;32412
user_10001	1692834082	product	0	13535;23346;23464;25662;32412
user_10001	1692834118	product	0	13535;23346;23464;25662;32412
user_10001	1692834132	cart	38800.0	13535;23346;23464;25662;32412
user_10001	1693006942	mainpage	0	13535;23346;23464;25662;32412
user_10001	1693006971	category	0	13535;23346;23464;25662;32412
user_10001	1693007003	cart	10600.0	13535;23346;23464;25662;32412
user_10001	1693007009	checkout	10600.0	13535;23346;23464;25662;32412
user_10001	1693439031	category	0	13535;23346;23464;25662;32412
user_10001	1693439038	product	0	13535;23346;23464;25662;32412
user_10001	1693439040	cart	15400.0	13535;23346;23464;25662;32412
user_10001	1693439056	search	0	13535;23346;23464;25662;32412
user_10001	1693439070	product	0	13535;23346;23464;25662;32412
user_10001	1693439104	category	0	13535;23346;23464;25662;32412
user_10001	1693439129	cart	17000.0	13535;23346;23464;25662;32412
user_10001	1693439136	checkout	32400.0	13535;23346;23464;25662;32412
user_10001	1693439143	confirmation	32400.0	13535;23346;23464;25662;32412
user_10001	1693611950	product	0	13535;23346;23464;25662
user_10001	1693611956	search	0	13535;23346;23464;25662
user_10001	1693611967	product	0	13535;23346;23464;25662
user_10001	1693611971	cart	46100.0	13535;23346;23464;25662
user_10001	1693611980	checkout	46100.0	13535;23346;23464;25662
user_10001	1693611995	product	0	13535;23346;23464;25662
user_10001	1693612003	search	0	13535;23346;23464;25662
user_10001	1693612006	product	0	13535;23346;23464;25662
user_10001	1693612027	cart	9780.0	13535;23346;23464;25662
user_10001	1693612031	checkout	55880.0	13535;23346;23464;25662
user_10001	1693612057	search	0	13535;23346;23464;25662
user_10001	1693612068	product	0	13535;23346;23464;25662
user_10001	1693612079	cart	6910.0	13535;23346;23464;25662
user_10001	1693612084	search	0	13535;23346;23464;25662
user_10002	1690474277	category	0	13535;23345;23463;25662
user_10002	1690474283	search	0	13535;23345;23463;25662
user_10002	1690474299	category	0	13535;23345;23463;25662
user_10002	1690474309	product	0	13535;23345;23463;25662
user_10002	1690647114	category	0	13535;23345;23463;25662
user_10002	1690647140	product	0	13535;23345;23463;25662
user_10002	1690647169	category	0	13535;23345;23463;25662
user_10002	1690647183	cart	21400.0	13535;23345;23463;25662
user_10002	1690733603	category	0	13535;23345;23463;25662
user_10002	1690733611	cart	57300.0	13535;23345;23463;25662
user_10002	1690733626	category	0	13535;23345;23463;25662
user_10002	1690733632	mainpage	0	13535;23345;23463;25662
user_10002	1690733640	search	0	13535;23345;23463;25662
user_10002	1690733648	category	0	13535;23345;23463;25662
user_10002	1690733663	product	0	13535;23345;23463;25662
user_10002	1690733665	search	0	13535;23345;23463;25662
user_10002	1690733712	product	0	13535;23345;23463;25662
user_10002	1690733722	cart	5300.0	13535;23345;23463;25662
user_10002	1690906526	search	0	13535;23345;23463;25662
user_10002	1690906531	product	0	13535;23345;23463;25662
user_10002	1691338573	category	0	13535;23345;23463;25662
user_10002	1691338576	category	0	13535;23345;23463;25662
user_10002	1691338592	product	0	13535;23345;23463;25662
user_10002	1691338638	search	0	13535;23345;23463;25662
user_10002	1691425064	mainpage	0	13535;23345;23463;25662
user_10002	1691425088	category	0	13535;23345;23463;25662
user_10002	1691425117	product	0	13535;23345;23463;25662
user_10002	1691425131	category	0	13535;23345;23463;25662
user_10002	1691425146	mainpage	0	13535;23345;23463;25662
user_10002	1691425183	product	0	13535;23345;23463;25662
user_10002	1691425192	cart	21900.0	13535;23345;23463;25662
user_10002	1691511600	category	0	13535;23345;23463;25662
user_10002	1691511615	product	0	13535;23345;23463;25662
user_10002	1691598025	mainpage	0	13535;23345;23463;25662
user_10002	1691598050	search	0	13535;23345;23463;25662
user_10002	1691598068	category	0	13535;23345;23463;25662
user_10002	1691598073	cart	6830.0	13535;23345;23463;25662
user_10002	1691598079	category	0	13535;23345;23463;25662
user_10002	1691598105	product	0	13535;23345;23463;25662
user_10002	1691598126	search	0	13535;23345;23463;25662
user_10002	1691598134	category	0	13535;23345;23463;25662
user_10002	1691598143	search	0	13535;23345;23463;25662
user_10002	1691598197	product	0	13535;23345;23463;25662
user_10002	1692030225	mainpage	0	13535;23345;23463;25662
user_10002	1692030242	category	0	13535;23345;23463;25662
user_10002	1692030263	search	0	13535;23345;23463;25662
user_10002	1692116674	product	0	13535;23345;23463;25662
user_10002	1692116700	category	0	13535;23345;23463;25662
user_10002	1692116701	category	0	13535;23345;23463;25662
user_10002	1692116712	product	0	13535;23345;23463;25662
user_10002	1692116713	search	0	13535;23345;23463;25662
user_10002	1692375917	search	0	13535;23345;23463;25662
user_10002	1692375924	mainpage	0	13535;23345;23463;25662
user_10002	1692635163	mainpage	0	13535;23345;23463;25662
user_10002	1692635168	product	0	13535;23345;23463;25662
user_10002	1692635181	search	0	13535;23345;23463;25662
user_10002	1692635196	product	0	13535;23345;23463;25662
user_10002	1692635211	search	0	13535;23345;23463;25662
user_10002	1692721613	search	0	13535;23345;23463;25662
user_10002	1692721644	mainpage	0	13535;23345;23463;25662
user_10002	1692721650	search	0	13535;23345;23463;25662
user_10002	1692808067	product	0	13535;23345;23463;25662
user_10002	1692808100	search	0	13535;23345;23463;25662
user_10002	1692808159	mainpage	0	13535;23345;23463;25662
user_10002	1692808163	category	0	13535;23345;23463;25662
user_10002	1692980980	search	0	13535;23345;23463;25662
user_10002	1692980990	product	0	13535;23345;23463;25662
user_10002	1692981020	search	0	13535;23345;23463;25662
user_10002	1693326623	category	0	13535;23345;23463;25662
user_10002	1693585849	mainpage	0	13535;23345;23463;25662
user_10002	1693585856	product	0	13535;23345;23463;25662
user_10002	1693585864	mainpage	0	13535;23345;23463;25662
user_10002	1693585875	category	0	13535;23345;23463;25662
user_10002	1693585879	cart	30800.0	13535;23345;23463;25662
user_10002	1693585923	search	0	13535;23345;23463;25662
user_10002	1693585934	product	0	13535;23345;23463;25662
user_10002	1693585935	cart	4330.0	13535;23345;23463;25662
user_10002	1693585949	checkout	35130.0	13535;23345;23463;25662
user_10002	1693672357	mainpage	0	13535;23345;23463;25662
user_10002	1693672364	product	0	13535;23345;23463;25662
user_10002	1693672369	product	0	13535;23345;23463;25662
user_10002	1693758803	product	0	13535;23345;23463;25662
user_10002	1693758805	search	0	13535;23345;23463;25662
user_10002	1693758843	search	0	13535;23345;23463;25662
user_10002	1693758852	search	0	13535;23345;23463;25662
user_10003	1690652139	search	0	13534;23346;23464;25662
user_10003	1690652167	category	0	13534;23346;23464;25662
user_10003	1690652188	cart	54800.0	13534;23346;23464;25662
user_10003	1690652197	checkout	54800.0	13534;23346;23464;25662
user_10003	1690825049	category	0	13534;23346;23464;25662
user_10003	1690825054	cart	9570.0	13534;23346;23464;25662
user_10003	1690825076	checkout	9570.0	13534;23346;23464;25662
user_10003	1690825081	mainpage	0	13534;23346;23464;25662
user_10003	1690825094	search	0	13534;23346;23464;25662
user_10003	1690825102	category	0	13534;23346;23464;25662
user_10003	1690997935	mainpage	0	13534;23346;23464;25662;32413
user_10003	1690997939	search	0	13534;23346;23464;25662;32413
user_10003	1690997946	mainpage	0	13534;23346;23464;25662;32413
user_10003	1690997954	product	0	13534;23346;23464;25662;32413
user_10003	1690997962	search	0	13534;23346;23464;25662;32413
user_10003	1690997994	category	0	13534;23346;23464;25662;32413
user_10003	1690998071	product	0	13534;23346;23464;25662;32413
user_10003	1690998091	search	0	13534;23346;23464;25662;32413
user_10003	1690998093	search	0	13534;23346;23464;25662;32413
user_10003	1690998119	product	0	13534;23346;23464;25662;32413
user_10003	1690998172	search	0	13534;23346;23464;25662;32413
user_10003	1690998176	mainpage	0	13534;23346;23464;25662;32413
user_10003	1690998189	search	0	13534;23346;23464;25662;32413
user_10003	1691257419	category	0	13534;23346;23464;25662;32413
user_10003	1691257447	product	0	13534;23346;23464;25662;32413
user_10003	1691257455	category	0	13534;23346;23464;25662;32413
user_10003	1691257473	product	0	13534;23346;23464;25662;32413
user_10003	1691257508	category	0	13534;23346;23464;25662;32413
user_10003	1691257572	search	0	13534;23346;23464;25662;32413
user_10003	1691257579	mainpage	0	13534;23346;23464;25662;32413
user_10003	1691257588	search	0	13534;23346;23464;25662;32413
user_10003	1691257593	product	0	13534;23346;23464;25662;32413
user_10003	1691257603	cart	14700.0	13534;23346;23464;25662;32413
user_10003	1691257606	search	0	13534;23346;23464;25662;32413
user_10003	1691257620	search	0	13534;23346;23464;25662;32413
user_10003	1691257622	product	0	13534;23346;23464;25662;32413
user_10003	1691257635	cart	35600.0	13534;23346;23464;25662;32413
user_10003	1691430466	search	0	13534;23346;23464;25662;32413
user_10003	1691430494	product	0	13534;23346;23464;25662;32413
user_10003	1691430502	mainpage	0	13534;23346;23464;25662;32413
user_10003	1691603323	mainpage	0	13534;23346;23464;25662;32413
user_10003	1691603336	category	0	13534;23346;23464;25662;32413
user_10003	1691603358	search	0	13534;23346;23464;25662;32413
user_10003	1691603361	search	0	13534;23346;23464;25662;32413
user_10003	1691603364	product	0	13534;23346;23464;25662;32413
user_10003	1691603416	category	0	13534;23346;23464;25662;32413
user_10003	1691603428	product	0	13534;23346;23464;25662;32413
user_10003	1691603436	cart	12200.0	13534;23346;23464;25662;32413
user_10003	1691689839	category	0	13534;23346;23464;25662;32413
user_10003	1691689862	product	0	13534;23346;23464;25662;32413
user_10003	1691689869	cart	1180.0	13534;23346;23464;25662;32413
user_10003	1691689886	category	0	13534;23346;23464;25662;32413
user_10003	1691689929	mainpage	0	13534;23346;23464;25662;32413
user_10003	1691689929	category	0	13534;23346;23464;25662;32413
user_10003	1691776343	search	0	13534;23346;23464;25662;32413
user_10003	1691776348	product	0	13534;23346;23464;25662;32413
user_10003	1691776361	search	0	13534;23346;23464;25662;32413
user_10003	1691776385	search	0	13534;23346;23464;25662;32413
user_10003	1691776420	product	0	13534;23346;23464;25662;32413
user_10003	1691776436	cart	5720.0	13534;23346;23464;25662;32413
user_10003	1691949244	product	0	13534;23346;23464;25662;32413
user_10003	1692122049	category	0	13534;23346;23464;25662;32413
user_10003	1692122056	mainpage	0	13534;23346;23464;25662;32413
user_10003	1692122072	category	0	13534;23346;23464;25662;32413
user_10003	1692208480	search	0	13534;23346;23464;25662;32413
user_10003	1692208505	category	0	13534;23346;23464;25662;32413
user_10003	1692208525	cart	6280.0	13534;23346;23464;25662;32413
user_10003	1692208538	mainpage	0	13534;23346;23464;25662;32413
user_10003	1692381353	category	0	13534;23346;23464;25662;32413
user_10003	1692381377	search	0	13534;23346;23464;25662;32413
user_10003	1692381384	product	0	13534;23346;23464;25662;32413
user_10003	1692381407	product	0	13534;23346;23464;25662;32413
user_10003	1692381434	category	0	13534;23346;23464;25662;32413
user_10003	1692381442	search	0	13534;23346;23464;25662;32413
user_10003	1692381443	product	0	13534;23346;23464;25662;32413
user_10003	1692467848	mainpage	0	13534;23346;23464;25662;32413
user_10003	1692467852	category	0	13534;23346;23464;25662;32413
user_10003	1692640688	mainpage	0	13534;23346;23464;25662;32413
user_10003	1692640706	search	0	13534;23346;23464;25662;32413
user_10003	1692640709	product	0	13534;23346;23464;25662;32413
user_10003	1692640721	product	0	13534;23346;23464;25662;32413
user_10003	1692640736	category	0	13534;23346;23464;25662;32413
user_10003	1692640751	product	0	13534;23346;23464;25662;32413
user_10003	1692640761	cart	24600.0	13534;23346;23464;25662;32413
user_10003	1692640764	search	0	13534;23346;23464;25662;32413
user_10003	1692640766	mainpage	0	13534;23346;23464;25662;32413
user_10003	1692640774	product	0	13534;23346;23464;25662;32413
user_10003	1692640779	category	0	13534;23346;23464;25662;32413
user_10003	1692640785	category	0	13534;23346;23464;25662;32413
user_10003	1692640800	product	0	13534;23346;23464;25662;32413
user_10003	1692640835	mainpage	0	13534;23346;23464;25662;32413
user_10003	1692900039	category	0	13534;23346;23464;25662;32413
user_10003	1693159242	product	0	13534;23346;23464;25662;32413
user_10003	1693245664	category	0	13534;23346;23464;25662;32413
user_10003	1693245710	cart	7280.0	13534;23346;23464;25662;32413
user_10003	1693245713	checkout	7280.0	13534;23346;23464;25662;32413
user_10003	1693245722	confirmation	7280.0	13534;23346;23464;25662;32413
user_10003	1693332123	mainpage	0	13534;23346;23464;25662;32413
user_10003	1693764124	category	0	13534;23346;23464;25662
user_10003	1693764128	mainpage	0	13534;23346;23464;25662
user_10003	1693764130	search	0	13534;23346;23464;25662
user_10004	1690534093	product	0	13534;23345;23464;25662
user_10004	1690534104	cart	6500.0	13534;23345;23464;25662
user_10004	1690620513	mainpage	0	13534;23345;23464;25662
user_10004	1690620520	category	0	13534;23345;23464;25662
user_10004	1690620546	product	0	13534;23345;23464;25662
user_10004	1690620553	search	0	13534;23345;23464;25662
user_10004	1690706982	category	0	13534;23345;23464;25662
user_10004	1690706984	category	0	13534;23345;23464;25662
user_10004	1690966209	mainpage	0	13534;23345;23464;25662
user_10004	1691139041	mainpage	0	13534;23345;23464;25662
user_10004	1691139045	product	0	13534;23345;23464;25662
user_10004	1691139055	cart	18100.0	13534;23345;23464;25662
user_10004	1691139056	search	0	13534;23345;23464;25662
user_10004	1691311872	search	0	13534;23345;23464;25662
user_10004	1691311942	mainpage	0	13534;23345;23464;25662
user_10004	1691312023	category	0	13534;23345;23464;25662
user_10004	1691312045	cart	16200.0	13534;23345;23464;25662
user_10004	1691571257	category	0	13534;23345;23464;25662
user_10004	1691571269	category	0	13534;23345;23464;25662
user_10004	1691571284	search	0	13534;23345;23464;25662
user_10004	1691571287	category	0	13534;23345;23464;25662
user_10004	1691571308	search	0	13534;23345;23464;25662
user_10004	1691571311	product	0	13534;23345;23464;25662
user_10004	1691571324	cart	18000.0	13534;23345;23464;25662
user_10004	1691571352	category	0	13534;23345;23464;25662
user_10004	1691571374	category	0	13534;23345;23464;25662
user_10004	1691571382	cart	17400.0	13534;23345;23464;25662
user_10004	1691571388	mainpage	0	13534;23345;23464;25662
user_10004	1692003399	product	0	13534;23345;23464;25662
user_10004	1692003401	search	0	13534;23345;23464;25662
user_10004	1692003429	mainpage	0	13534;23345;23464;25662
user_10004	1692003436	search	0	13534;23345;23464;25662
user_10004	1692003454	product	0	13534;23345;23464;25662
user_10004	1692003469	search	0	13534;23345;23464;25662
user_10004	1692003480	product	0	13534;23345;23464;25662
user_10004	1692176287	product	0	13534;23345;23464;25662
user_10004	1692176367	cart	6390.0	13534;23345;23464;25662
user_10004	1692176392	search	0	13534;23345;23464;25662
user_10004	1692435593	product	0	13534;23345;23464;25662
user_10004	1692435612	category	0	13534;23345;23464;25662
user_10004	1692435627	search	0	13534;23345;23464;25662
user_10004	1692435648	search	0	13534;23345;23464;25662
user_10004	1692608452	product	0	13534;23345;23464;25662
user_10004	1692608499	search	0	13534;23345;23464;25662
user_10004	1692781324	category	0	13534;23345;23464;25662
user_10004	1692781325	search	0	13534;23345;23464;25662
user_10004	1692781335	category	0	13534;23345;23464;25662
user_10004	1692867750	search	0	13534;23345;23464;25662
user_10004	1693126956	product	0	13534;23345;23464;25662
user_10004	1693126969	search	0	13534;23345;23464;25662
user_10004	1693127003	search	0	13534;23345;23464;25662
user_10004	1693127023	product	0	13534;23345;23464;25662
user_10004	1693127027	category	0	13534;23345;23464;25662
user_10004	1693127042	product	0	13534;23345;23464;25662
user_10004	1693127063	product	0	13534;23345;23464;25662
user_10004	1693127076	cart	14000.0	13534;23345;23464;25662
user_10004	1693127114	checkout	14000.0	13534;23345;23464;25662
user_10004	1693127140	confirmation	14000.0	13534;23345;23464;25662
user_10004	1693299948	product	0	13534;23345;23464;25662
user_10004	1693299980	mainpage	0	13534;23345;23464;25662
user_10004	1693299997	product	0	13534;23345;23464;25662
user_10004	1693300015	search	0	13534;23345;23464;25662
user_10004	1693300027	category	0	13534;23345;23464;25662
user_10004	1693300065	search	0	13534;23345;23464;25662
user_10004	1693300078	search	0	13534;23345;23464;25662
user_10004	1693300083	product	0	13534;23345;23464;25662
user_10004	1693300102	search	0	13534;23345;23464;25662
user_10004	1693300112	product	0	13534;23345;23464;25662
user_10004	1693300120	product	0	13534;23345;23464;25662
user_10004	1693300141	search	0	13534;23345;23464;25662
user_10004	1693300155	mainpage	0	13534;23345;23464;25662
user_10004	1693300162	search	0	13534;23345;23464;25662
user_10004	1693300166	category	0	13534;23345;23464;25662
user_10004	1693300167	product	0	13534;23345;23464;25662
user_10004	1693300180	category	0	13534;23345;23464;25662
user_10004	1693300188	product	0	13534;23345;23464;25662
user_10004	1693300200	product	0	13534;23345;23464;25662
user_10004	1693645829	search	0	13534;23345;23464;25662
user_10005	1690545532	search	0	13535;23346;23463;25662
user_10005	1690545577	search	0	13535;23346;23463;25662
user_10005	1690545590	category	0	13535;23346;23463;25662
user_10005	1690804791	search	0	13535;23346;23463;25662
user_10005	1690804796	category	0	13535;23346;23463;25662
user_10005	1690804801	product	0	13535;23346;23463;25662
user_10005	1690804809	product	0	13535;23346;23463;25662
user_10005	1690804819	cart	30300.0	13535;23346;23463;25662
user_10005	1691150423	category	0	13535;23346;23463;25662;32412
user_10005	1691150445	mainpage	0	13535;23346;23463;25662;32412
user_10005	1691150446	category	0	13535;23346;23463;25662;32412
user_10005	1691150470	product	0	13535;23346;23463;25662;32412
user_10005	1691236875	mainpage	0	13535;23346;23463;25662;32412
