Club Logo,Preferred Foot,Flag,Work Rate,Weak Foot,Club,Contract Valid Until,Overall,International Reputation,Height,Photo,Potential,Nationality,Name,ID,Value,Body Type,Wage,Skill Moves,Real Face,Position,Weight,Special,Age
https://cdn.sofifa.com/teams/457/30.png,Left,https://cdn.sofifa.com/flags/es.png,High/ High,3.0,Real Sociedad,2025,83.0,1.0,189cm,https://cdn.sofifa.com/players/225/193/22_60.png,87.0,Spain,Merino,225193.0,€50M,Normal (185+),€47K,3.0,Yes,"<span class=""pos pos13"">RCM",83kg,2244.0,25.0
https://cdn.sofifa.com/teams/11/30.png,Left,https://cdn.sofifa.com/flags/br.png,High/ Medium,2.0,Manchester United,2024,82.0,3.0,181cm,https://cdn.sofifa.com/players/212/462/22_60.png,82.0,Brazil,Alex Telles,212462.0,€27.5M,Unique,€130K,3.0,Yes,"<span class=""pos pos28"">SUB",71kg,2235.0,28.0
https://cdn.sofifa.com/teams/241/30.png,Right,https://cdn.sofifa.com/flags/nl.png,High/ Medium,3.0,FC Barcelona,2026,87.0,3.0,180cm,https://cdn.sofifa.com/players/228/702/22_60.png,92.0,Netherlands,F. de Jong,228702.0,€119.5M,Unique,€210K,4.0,Yes,"<span class=""pos pos13"">RCM",74kg,2229.0,24.0
https://cdn.sofifa.com/teams/21/30.png,Right,https://cdn.sofifa.com/flags/at.png,High/ High,4.0,FC Bayern München,2025,84.0,3.0,178cm,https://cdn.sofifa.com/players/204/923/22_60.png,85.0,Austria,M. Sabitzer,204923.0,€48M,Normal (170-185),€110K,3.0,Yes,"<span class=""pos pos28"">SUB",76kg,2229.0,27.0
https://cdn.sofifa.com/teams/45/30.png,Right,https://cdn.sofifa.com/flags/co.png,High/ Medium,3.0,Juventus,2022,83.0,3.0,179cm,,83.0,Colombia,J. Cuadrado,193082.0,€19M,Lean (170-185),€95K,5.0,Yes,"<span class=""pos pos12"">RM",72kg,2229.0,33.0
https://cdn.sofifa.com/teams/240/30.png,Right,https://cdn.sofifa.com/flags/es.png,Medium/ Medium,4.0,Atlético de Madrid,2024,85.0,3.0,176cm,https://cdn.sofifa.com/players/193/747/22_60.png,85.0,Spain,Koke,193747.0,€52.5M,Normal (170-185),€90K,3.0,Yes,"<span class=""pos pos13"">RCM",75kg,2227.0,29.0
https://cdn.sofifa.com/teams/10/30.png,Right,https://cdn.sofifa.com/flags/pt.png,High/ Medium,4.0,Manchester City,2025,86.0,3.0,182cm,https://cdn.sofifa.com/players/210/514/22_60.png,87.0,Portugal,João Cancelo,210514.0,€71.5M,Unique,€185K,4.0,Yes,"<span class=""pos pos7"">LB",74kg,2227.0,27.0
https://cdn.sofifa.com/teams/7/30.png,Left,https://cdn.sofifa.com/flags/fr.png,High/ Medium,2.0,Everton,2023,84.0,2.0,178cm,https://cdn.sofifa.com/players/200/458/22_60.png,84.0,France,L. Digne,200458.0,€40.5M,Unique,€110K,3.0,Yes,"<span class=""pos pos7"">LB",74kg,2227.0,
https://cdn.sofifa.com/teams/1824/30.png,Left,https://cdn.sofifa.com/flags/rs.png,High/ High,2.0,Eintracht Frankfurt,2023,84.0,3.0,184cm,https://cdn.sofifa.com/players/208/574/22_60.png,84.0,Serbia,F. Kostić,208574.0,€42.5M,Normal (170-185),€52K,3.0,Yes,"<span class=""pos pos16"">LM",82kg,2227.0,28.0
https://cdn.sofifa.com/teams/9/30.png,Right,https://cdn.sofifa.com/flags/gb-eng.png,High/ Medium,4.0,Liverpool,2025,87.0,3.0,180cm,https://cdn.sofifa.com/players/231/281/22_60.png,92.0,England,T. Alexander-Arnold,231281.0,€114M,Unique,€150K,3.0,Yes,"<span class=""pos pos3"">RB",69kg,2227.0,22.0
https://cdn.sofifa.com/teams/46/30.png,Right,https://cdn.sofifa.com/flags/rs.png,High/ Medium,5.0,Lazio,2024,85.0,3.0,191cm,https://cdn.sofifa.com/players/223/848/22_60.png,87.0,Serbia,S. Milinković-Savić,223848.0,€66M,Normal (185+),€100K,4.0,Yes,"<span class=""pos pos13"">RCM",76kg,2224.0,26.0
,Right,https://cdn.sofifa.com/flags/cl.png,High/ High,4.0,Inter,2022,81.0,4.0,180cm,https://cdn.sofifa.com/players/181/872/22_60.png,81.0,Chile,A. Vidal,181872.0,€12M,Unique,€105K,3.0,Yes,"<span class=""pos pos28"">SUB",75kg,2224.0,34.0
https://cdn.sofifa.com/teams/11/30.png,Right,https://cdn.sofifa.com/flags/fr.png,High/ Medium,4.0,Manchester United,2022,87.0,4.0,191cm,https://cdn.sofifa.com/players/195/864/22_60.png,87.0,France,P. Pogba,195864.0,€79.5M,Unique,€220K,5.0,Yes,"<span class=""pos pos9"">RDM",84kg,2222.0,28.0
https://cdn.sofifa.com/teams/243/30.png,Right,https://cdn.sofifa.com/flags/br.png,High/ High,3.0,Real Madrid CF,2025,89.0,3.0,185cm,https://cdn.sofifa.com/players/200/145/22_60.png,89.0,Brazil,Casemiro,200145.0,€88M,Unique,€310K,2.0,,"<span class=""pos pos10"">CDM",84kg,2219.0,29.0
https://cdn.sofifa.com/teams/73/30.png,Left,https://cdn.sofifa.com/flags/ar.png,Medium/ Low,4.0,Paris Saint-Germain,2023,93.0,5.0,170cm,https://cdn.sofifa.com/players/158/023/22_60.png,93.0,Argentina,L. Messi,158023.0,€78M,Unique,€320K,4.0,Yes,"<span class=""pos pos23"">RW",72kg,2219.0,34.0
https://cdn.sofifa.com/teams/65/30.png,Right,https://cdn.sofifa.com/flags/pt.png,High/ High,4.0,LOSC Lille,2023,80.0,3.0,176cm,https://cdn.sofifa.com/players/230/767/22_60.png,,Portugal,Renato Sanches,230767.0,€33M,Normal (170-185),€38K,4.0,Yes,"<span class=""pos pos15"">LCM",70kg,2218.0,23.0
https://cdn.sofifa.com/teams/481/30.png,Right,https://cdn.sofifa.com/flags/ar.png,High/ High,3.0,Sevilla FC,2024,83.0,2.0,188cm,https://cdn.sofifa.com/players/205/632/22_60.png,83.0,Argentina,L. Ocampos,205632.0,€39.5M,Normal (185+),€46K,4.0,No,"<span class=""pos pos27"">LW",84kg,2215.0,26.0
https://cdn.sofifa.com/teams/241/30.png,Left,https://cdn.sofifa.com/flags/es.png,High/ Medium,3.0,FC Barcelona,2024,86.0,3.0,170cm,https://cdn.sofifa.com/players/189/332/22_60.png,86.0,Spain,Jordi Alba,189332.0,€47M,Unique,€200K,3.0,Yes,"<span class=""pos pos7"">LB",68kg,2215.0,32.0
https://cdn.sofifa.com/teams/21/30.png,Right,https://cdn.sofifa.com/flags/pl.png,High/ Medium,4.0,FC Bayern München,2023,92.0,5.0,185cm,https://cdn.sofifa.com/players/188/545/22_60.png,92.0,Poland,R. Lewandowski,188545.0,€119.5M,Unique,€270K,4.0,Yes,"<span class=""pos pos25"">ST",81kg,2212.0,32.0
https://cdn.sofifa.com/teams/9/30.png,Left,https://cdn.sofifa.com/flags/eg.png,High/ Medium,3.0,Liverpool,2023,89.0,4.0,175cm,https://cdn.sofifa.com/players/209/331/22_60.png,89.0,Egypt,M. Salah,209331.0,€101M,Unique,€270K,4.0,Yes,"<span class=""pos pos23"">RW",71kg,2211.0,29.0
https://cdn.sofifa.com/teams/112172/30.png,Left,https://cdn.sofifa.com/flags/es.png,High/ High,3.0,,2025,83.0,2.0,175cm,https://cdn.sofifa.com/players/220/651/22_60.png,86.0,Spain,Angeliño,220651.0,€46M,Normal (170-185),€77K,4.0,Yes,"<span class=""pos pos7"">LB",69kg,2209.0,24.0
https://cdn.sofifa.com/teams/11/30.png,Right,https://cdn.sofifa.com/flags/pt.png,High/ Low,4.0,,2023,91.0,5.0,187cm,https://cdn.sofifa.com/players/020/801/22_60.png,91.0,Portugal,Cristiano Ronaldo,20801.0,€45M,Unique,€270K,5.0,Yes,"<span class=""pos pos25"">ST",83kg,2208.0,36.0
https://cdn.sofifa.com/teams/449/30.png,Left,https://cdn.sofifa.com/flags/es.png,High/ Medium,3.0,Real Betis Balompié,2023,83.0,2.0,176cm,https://cdn.sofifa.com/players/190/286/22_60.png,83.0,Spain,Canales,190286.0,€34.5M,Lean (170-185),€38K,4.0,Yes,"<span class=""pos pos16"">LM",65kg,2205.0,30.0
https://cdn.sofifa.com/teams/18/30.png,Right,https://cdn.sofifa.com/flags/gb-eng.png,High/ High,5.0,Tottenham Hotspur,2024,90.0,4.0,188cm,https://cdn.sofifa.com/players/202/126/22_60.png,90.0,England,H. Kane,202126.0,€129.5M,Unique,€240K,3.0,Yes,"<span class=""pos pos25"">ST",89kg,2205.0,27.0
https://cdn.sofifa.com/teams/73/30.png,Right,https://cdn.sofifa.com/flags/br.png,High/ Medium,3.0,,2019,82.0,4.0,172cm,https://cdn.sofifa.com/players/146/530/19_60.png,82.0,Brazil,19 Dani Alves,146530.0,€4.8M,Normal (170-185),€60K,4.0,Yes,"<span class=""pos pos3"">RB",68kg,2205.0,35.0
https://cdn.sofifa.com/teams/44/30.png,Right,https://cdn.sofifa.com/flags/hr.png,Medium/ Medium,4.0,Inter,2022,84.0,3.0,181cm,https://cdn.sofifa.com/players/216/352/22_60.png,84.0,Croatia,M. Brozović,216352.0,€37M,Lean (170-185),€130K,3.0,Yes,"<span class=""pos pos10"">CDM",68kg,2203.0,28.0
,Right,https://cdn.sofifa.com/flags/it.png,Medium/ High,4.0,Paris Saint-Germain,2024,87.0,3.0,165cm,https://cdn.sofifa.com/players/199/556/22_60.png,87.0,Italy,M. Verratti,199556.0,€79.5M,Unique,€155K,4.0,Yes,"<span class=""pos pos14"">CM",60kg,2202.0,28.0
https://cdn.sofifa.com/teams/5/30.png,Left,https://cdn.sofifa.com/flags/es.png,Medium/ Medium,4.0,Chelsea,"Jun 30, 2022",82.0,3.0,184cm,https://cdn.sofifa.com/players/208/421/22_60.png,85.0,,Saúl,208421.0,€39.5M,Lean (170-185),€68K,3.0,Yes,"<span class=""pos pos28"">SUB",75kg,2199.0,26.0
https://cdn.sofifa.com/teams/9/30.png,Right,https://cdn.sofifa.com/flags/es.png,Medium/ Medium,3.0,Liverpool,2024,86.0,3.0,174cm,https://cdn.sofifa.com/players/189/509/22_60.png,86.0,Spain,Thiago,189509.0,€65M,Normal (170-185),€180K,5.0,Yes,"<span class=""pos pos15"">LCM",70kg,2199.0,30.0
https://cdn.sofifa.com/teams/52/30.png,Right,https://cdn.sofifa.com/flags/fr.png,Medium/ Medium,3.0,Roma,,82.0,2.0,177cm,https://cdn.sofifa.com/players/201/519/22_60.png,83.0,France,J. Veretout,201519.0,€29.5M,Normal (170-185),€66K,3.0,Yes,"<span class=""pos pos11"">LDM",67kg,2198.0,28.0
https://cdn.sofifa.com/teams/9/30.png,Right,https://cdn.sofifa.com/flags/gb-eng.png,High/ High,3.0,Liverpool,2025,84.0,3.0,182cm,https://cdn.sofifa.com/players/183/711/22_60.png,84.0,England,J. Henderson,183711.0,€29.5M,Normal (170-185),€140K,3.0,Yes,"<span class=""pos pos13"">RCM",80kg,2198.0,31.0
https://cdn.sofifa.com/teams/10/30.png,Right,https://cdn.sofifa.com/flags/de.png,High/ Medium,4.0,Manchester City,2023,85.0,3.0,180cm,https://cdn.sofifa.com/players/186/942/22_60.png,85.0,Germany,I. Gündoğan,186942.0,€51.5M,Normal (170-185),,4.0,Yes,"<span class=""pos pos15"">LCM",80kg,2198.0,30.0
https://cdn.sofifa.com/teams/230/30.png,,https://cdn.sofifa.com/flags/be.png,High/ Medium,3.0,Royal Antwerp FC,2023,80.0,3.0,176cm,https://cdn.sofifa.com/players/178/518/22_60.png,,Belgium,R. Nainggolan,178518.0,€13M,Unique,€29K,3.0,Yes,"<span class=""pos pos15"">LCM",65kg,2197.0,33.0
https://cdn.sofifa.com/teams/481/30.png,Left,https://cdn.sofifa.com/flags/dk.png,Low/ High,4.0,Sevilla FC,2025,81.0,2.0,182cm,https://cdn.sofifa.com/players/193/283/22_60.png,81.0,Denmark,T. Delaney,193283.0,€22M,Normal (170-185),€34K,2.0,Yes,"<span class=""pos pos28"">SUB",79kg,2197.0,29.0
https://cdn.sofifa.com/teams/66/30.png,Left,https://cdn.sofifa.com/flags/br.png,High/ High,3.0,Olympique Lyonnais,2025,81.0,2.0,180cm,https://cdn.sofifa.com/players/233/927/22_60.png,85.0,Brazil,Lucas Paquetá,233927.0,€37M,Normal (170-185),€65K,4.0,Yes,"<span class=""pos pos18"">CAM",72kg,2196.0,23.0
https://cdn.sofifa.com/teams/47/30.png,Right,https://cdn.sofifa.com/flags/ci.png,High/ High,4.0,AC Milan,2022,84.0,3.0,183cm,https://cdn.sofifa.com/players/230/938/22_60.png,86.0,,F. Kessié,230938.0,€49.5M,Normal (170-185),€51K,3.0,Yes,"<span class=""pos pos11"">LDM",88kg,2196.0,24.0
https://cdn.sofifa.com/teams/10/30.png,Right,https://cdn.sofifa.com/flags/gb-eng.png,High/ High,2.0,Manchester City,2024,85.0,3.0,183cm,https://cdn.sofifa.com/players/188/377/22_60.png,85.0,England,K. Walker,188377.0,€39M,Unique,€170K,3.0,Yes,,83kg,2194.0,31.0
https://cdn.sofifa.com/teams/39/30.png,Left,https://cdn.sofifa.com/flags/de.png,High/ Medium,3.0,Atalanta,2023,83.0,3.0,183cm,https://cdn.sofifa.com/players/223/697/22_60.png,83.0,Germany,R. Gosens,223697.0,€36M,Normal (170-185),€65K,3.0,No,"<span class=""pos pos16"">LM",76kg,2192.0,26.0
https://cdn.sofifa.com/teams/9/30.png,Right,https://cdn.sofifa.com/flags/sn.png,High/ Medium,4.0,Liverpool,2023,89.0,4.0,175cm,https://cdn.sofifa.com/players/208/722/22_60.png,89.0,Senegal,S. Mané,208722.0,€101M,Unique,€270K,4.0,Yes,"<span class=""pos pos27"">LW",69kg,2192.0,29.0
https://cdn.sofifa.com/teams/52/30.png,Right,https://cdn.sofifa.com/flags/it.png,Medium/ Medium,3.0,Roma,2022,81.0,2.0,186cm,https://cdn.sofifa.com/players/228/251/22_60.png,86.0,Italy,L. Pellegrini,228251.0,€38M,Lean (185+),€61K,3.0,Yes,"<span class=""pos pos18"">CAM",77kg,2190.0,25.0
https://cdn.sofifa.com/teams/461/30.png,Right,https://cdn.sofifa.com/flags/dk.png,Medium/ Medium,3.0,Valencia CF,,80.0,2.0,181cm,https://cdn.sofifa.com/players/172/522/22_60.png,80.0,Denmark,D. Wass,172522.0,€16.5M,Normal (170-185),€42K,3.0,Yes,"<span class=""pos pos13"">RCM",74kg,2189.0,32.0
https://cdn.sofifa.com/teams/73/30.png,Right,https://cdn.sofifa.com/flags/ma.png,High/ Medium,4.0,Paris Saint-Germain,2026,85.0,2.0,181cm,https://cdn.sofifa.com/players/235/212/22_60.png,88.0,Morocco,A. Hakimi,235212.0,€69.5M,Lean (170-185),€100K,3.0,Yes,"<span class=""pos pos3"">RB",73kg,2188.0,22.0
https://cdn.sofifa.com/teams/95/30.png,Right,https://cdn.sofifa.com/flags/be.png,Medium/ Medium,5.0,Leicester City,,84.0,2.0,176cm,https://cdn.sofifa.com/players/216/393/22_60.png,87.0,Belgium,Y. Tielemans,216393.0,€57M,,€125K,4.0,Yes,"<span class=""pos pos9"">RDM",72kg,2187.0,24.0
https://cdn.sofifa.com/teams/95/30.png,Right,https://cdn.sofifa.com/flags/pt.png,High/ High,4.0,Leicester City,2023,84.0,3.0,175cm,https://cdn.sofifa.com/players/210/243/22_60.png,84.0,Portugal,Ricardo Pereira,210243.0,€40.5M,Unique,€130K,3.0,Yes,"<span class=""pos pos3"">RB",70kg,2186.0,27.0
https://cdn.sofifa.com/teams/47/30.png,Left,https://cdn.sofifa.com/flags/fr.png,High/ Medium,3.0,AC Milan,2024,84.0,3.0,184cm,https://cdn.sofifa.com/players/232/656/22_60.png,90.0,France,T. Hernández,232656.0,€62.5M,Unique,€51K,3.0,,"<span class=""pos pos7"">LB",81kg,2185.0,23.0
https://cdn.sofifa.com/teams/234/30.png,Left,https://cdn.sofifa.com/flags/es.png,High/ Medium,2.0,SL Benfica,2023,82.0,3.0,171cm,,85.0,Spain,Grimaldo,210035.0,€37M,Normal (170-185),€18K,3.0,Yes,"<span class=""pos pos8"">LWB",69kg,2184.0,25.0
https://cdn.sofifa.com/teams/73/30.png,Right,https://cdn.sofifa.com/flags/br.png,High/ Medium,5.0,Paris Saint-Germain,2025,91.0,5.0,175cm,https://cdn.sofifa.com/players/190/871/22_60.png,91.0,Brazil,Neymar Jr,190871.0,€129M,Unique,€270K,5.0,Yes,"<span class=""pos pos27"">LW",68kg,2183.0,29.0
https://cdn.sofifa.com/teams/240/30.png,Right,https://cdn.sofifa.com/flags/gb-eng.png,Medium/ Medium,4.0,Atlético de Madrid,2023,84.0,2.0,173cm,https://cdn.sofifa.com/players/186/345/22_60.png,84.0,England,K. Trippier,186345.0,€36.5M,Normal (170-185),€74K,3.0,Yes,"<span class=""pos pos28"">SUB",69kg,2183.0,30.0
https://cdn.sofifa.com/teams/1876/30.png,Right,https://cdn.sofifa.com/flags/uy.png,High/ High,4.0,River Plate,2022,78.0,1.0,167cm,https://cdn.sofifa.com/players/240/699/22_60.png,84.0,Uruguay,N. De la Cruz,240699.0,€22M,Normal (170-),€17K,4.0,No,"<span class=""pos pos17"">RAM",65kg,2182.0,
https://cdn.sofifa.com/teams/9/30.png,Right,https://cdn.sofifa.com/flags/br.png,High/ High,4.0,Liverpool,2023,85.0,3.0,181cm,https://cdn.sofifa.com/players/201/942/22_60.png,85.0,Brazil,Roberto Firmino,201942.0,€54M,Unique,€185K,5.0,Yes,"<span class=""pos pos21"">CF",76kg,2180.0,29.0
https://cdn.sofifa.com/teams/45/30.png,Right,https://cdn.sofifa.com/flags/it.png,High/ High,4.0,Juventus,2020,84.0,,180cm,https://cdn.sofifa.com/players/173/210/19_60.png,84.0,Italy,19 C. Marchisio,173210.0,€19.5M,Normal (170-185),€130K,3.0,Yes,"<span class=""pos pos29"">RES",74kg,2179.0,31.0
https://cdn.sofifa.com/teams/240/30.png,Right,https://cdn.sofifa.com/flags/ar.png,High/ Medium,3.0,Atlético de Madrid,2026,82.0,1.0,180cm,https://cdn.sofifa.com/players/212/616/22_60.png,83.0,Argentina,R. De Paul,212616.0,€35M,Normal (170-185),€68K,4.0,No,"<span class=""pos pos28"">SUB",70kg,2179.0,
https://cdn.sofifa.com/teams/5/30.png,Right,https://cdn.sofifa.com/flags/fr.png,Medium/ High,3.0,Chelsea,2023,90.0,4.0,168cm,https://cdn.sofifa.com/players/215/914/22_60.png,90.0,France,N. Kanté,215914.0,€100M,Unique,€230K,2.0,Yes,"<span class=""pos pos13"">RCM",70kg,2179.0,30.0
https://cdn.sofifa.com/teams/47/30.png,Right,https://cdn.sofifa.com/flags/it.png,High/ Medium,4.0,AC Milan,"Jun 30, 2022",81.0,3.0,173cm,,81.0,Italy,A. Florenzi,203551.0,€22M,Unique,€58K,3.0,Yes,"<span class=""pos pos28"">SUB",67kg,2178.0,
https://cdn.sofifa.com/teams/448/30.png,Left,https://cdn.sofifa.com/flags/es.png,High/ Medium,3.0,Athletic Club de Bilbao,2022,82.0,2.0,181cm,https://cdn.sofifa.com/players/183/512/22_60.png,82.0,Spain,Yuri Berchiche,183512.0,€22M,Normal (170-185),€35K,3.0,Yes,"<span class=""pos pos28"">SUB",80kg,2178.0,31.0
https://cdn.sofifa.com/teams/457/30.png,Right,https://cdn.sofifa.com/flags/es.png,High/ High,4.0,Real Sociedad,2024,82.0,1.0,167cm,https://cdn.sofifa.com/players/205/070/22_60.png,82.0,Spain,Portu,205070.0,€30M,Normal (170-),€51K,3.0,Yes,"<span class=""pos pos28"">SUB",66kg,2177.0,29.0
https://cdn.sofifa.com/teams/73/30.png,Left,https://cdn.sofifa.com/flags/ar.png,High/ Medium,2.0,Paris Saint-Germain,2022,87.0,4.0,180cm,https://cdn.sofifa.com/players/183/898/22_60.png,87.0,Argentina,A. Di María,183898.0,€49.5M,Unique,€160K,5.0,Yes,"<span class=""pos pos28"">SUB",69kg,2177.0,33.0
https://cdn.sofifa.com/teams/481/30.png,Right,https://cdn.sofifa.com/flags/es.png,High/ Medium,2.0,Sevilla FC,2024,84.0,2.0,172cm,https://cdn.sofifa.com/players/146/536/22_60.png,84.0,Spain,Jesús Navas,146536.0,€13M,Lean (170-),€30K,4.0,Yes,"<span class=""pos pos3"">RB",60kg,2175.0,35.0
https://cdn.sofifa.com/teams/243/30.png,Right,https://cdn.sofifa.com/flags/uy.png,High/ High,4.0,Real Madrid CF,2027,83.0,1.0,182cm,https://cdn.sofifa.com/players/239/053/22_60.png,89.0,Uruguay,F. Valverde,239053.0,€58M,Unique,€160K,3.0,Yes,"<span class=""pos pos28"">SUB",78kg,2175.0,22.0
https://cdn.sofifa.com/teams/73/30.png,Right,https://cdn.sofifa.com/flags/ar.png,Medium/ Medium,4.0,Paris Saint-Germain,2023,81.0,2.0,180cm,https://cdn.sofifa.com/players/207/439/22_60.png,83.0,Argentina,L. Paredes,207439.0,€28M,Normal (170-185),€81K,4.0,Yes,"<span class=""pos pos28"">SUB",75kg,2175.0,27.0
https://cdn.sofifa.com/teams/73/30.png,Right,https://cdn.sofifa.com/flags/fr.png,High/ Low,4.0,Paris Saint-Germain,2022,91.0,4.0,182cm,https://cdn.sofifa.com/players/231/747/22_60.png,95.0,France,K. Mbappé,231747.0,€194M,Unique,€230K,5.0,Yes,"<span class=""pos pos25"">ST",73kg,2175.0,
,Left,https://cdn.sofifa.com/flags/ar.png,High/ High,3.0,Tottenham Hotspur,2025,81.0,1.0,177cm,https://cdn.sofifa.com/players/226/226/22_60.png,85.0,Argentina,G. Lo Celso,226226.0,€35.5M,Normal (170-185),€95K,4.0,Yes,"<span class=""pos pos28"">SUB",68kg,2174.0,25.0
https://cdn.sofifa.com/teams/11/30.png,Left,https://cdn.sofifa.com/flags/br.png,High/ High,4.0,Manchester United,2023,81.0,3.0,169cm,https://cdn.sofifa.com/players/209/297/22_60.png,81.0,Brazil,Fred,209297.0,€22.5M,Lean (170-),€120K,4.0,Yes,"<span class=""pos pos11"">LDM",62kg,2169.0,28.0
https://cdn.sofifa.com/teams/461/30.png,Right,https://cdn.sofifa.com/flags/es.png,Medium/ Medium,4.0,Valencia CF,2023,81.0,2.0,180cm,https://cdn.sofifa.com/players/234/153/22_60.png,88.0,Spain,Carlos Soler,234153.0,€51.5M,Lean (170-185),€39K,3.0,Yes,"<span class=""pos pos12"">RM",76kg,2169.0,24.0
